"84","84","25","5884","الإنشقاق","Al-Inshiqaaq","The Splitting Open","Meccan","83","1","inshiqaq","1420981637"
"85","85","22","5909","البروج","Al-Burooj","The Constellations","Meccan","27","1","alburooj","1420981637"
"86","86","17","5931","الطارق","At-Taariq","The Morning Star","Meccan","36","1","attaariq","1420981637"
"87","87","19","5948","الأعلى","Al-A'laa","The Most High","Meccan","8","1","alaala","1420981637"
"88","88","26","5967","الغاشية","Al-Ghaashiya","The Overwhelming","Meccan","68","1","alghashia","1420981637"
"89","89","30","5993","الفجر","Al-Fajr","The Dawn","Meccan","10","1","alfajr","1420981637"
"90","90","20","6023","البلد","Al-Balad","The City","Meccan","35","1","albalad","1420981637"
"91","91","15","6043","الشمس","Ash-Shams","The Sun","Meccan","26","1","ashshams","1420981637"
"92","92","21","6058","الليل","Al-Lail","The Night","Meccan","9","1","allail","1420981637"
"93","93","11","6079","الضحى","Ad-Dhuhaa","The Morning Hours","Meccan","11","1","azzuha","1420981637"
"94","94","8","6090","الشرح","Ash-Sharh","The Consolation","Meccan","12","1","alamnashrah","1420981637"
"95","95","8","6098","التين","At-Tin","The Fig","Meccan","28","1","atteen","1420981637"
"96","96","19","6106","العلق","Al-Alaq","The Clot","Meccan","1","1","alalaq","1420981637"
"97","97","5","6125","القدر","Al-Qadr","The Power, Fate","Meccan","25","1","alqadar","1420981637"
"98","98","8","6130","البينة","Al-Bayyina","The Evidence","Medinan","100","1","albayyina","1420981637"
"99","99","8","6138","الزلزلة","Az-Zalzala","The Earthquake","Medinan","93","1","azzilzal","1420981637"
"100","100","11","6146","العاديات","Al-Aadiyaat","The Chargers","Meccan","14","1","aladiyat","1420981637"
"101","101","11","6157","القارعة","Al-Qaari'a","The Calamity","Meccan","30","1","alqariya","1420981637"
"102","102","8","6168","التكاثر","At-Takaathur","Competition","Meccan","16","1","attakusar","1420981637"
"103","103","3","6176","العصر","Al-Asr","The Declining Day, Epoch","Meccan","13","1","alasr","1420981637"
"104","104","9","6179","الهمزة","Al-Humaza","The Traducer","Meccan","32","1","alhumaza","1420981637"
"105","105","5","6188","الفيل","Al-Fil","The Elephant","Meccan","19","1","alfeel","1420981637"
"106","106","4","6193","قريش","Quraish","Quraysh","Meccan","29","1","quraish","1420981637"
"107","107","7","6197","الماعون","Al-Maa'un","Almsgiving","Meccan","17","1","almaoon","1420981637"
"108","108","3","6204","الكوثر","Al-Kawthar","Abundance","Meccan","15","1","kausar","1420981637"
"109","109","6","6207","الكافرون","Al-Kaafiroon","The Disbelievers","Meccan","18","1","kafiroon","1420981637"
"110","110","3","6213","النصر","An-Nasr","Divine Support","Medinan","114","1","annasar","1420981637"
"111","111","5","6216","المسد","Al-Masad","The Palm Fibre","Meccan","6","1","lahab","1420981637"
"112","112","4","6221","الإخلاص","Al-Ikhlaas","Sincerity","Meccan","22","1","ikhlas","1420981637"
"113","113","5","6225","الفلق","Al-Falaq","The Dawn","Meccan","20","1","falaq","1420981637"
"114","114","6","6230","الناس","An-Naas","Mankind","Meccan","21","1","annaass","1420981637"
